cells,UMAP1,UMAP2
cy105_Zombineg_CD45neg_CD90neg_S132,4.4565506,7.782234
cy98_CD45neg_CD90neg_S36,11.320711,15.255698
cy105_Zombineg_CD45neg_CD90neg_S127,7.33565,16.365608
cy116_CD45pos_S304,7.0004663,-3.2515213
cy105_Zombineg_CD45neg_CD90neg_S172,9.474656,12.47791
cy105_Zombineg_CD45neg_CD90neg_S170,10.890624,12.708152
cy98_CD45neg_CD90neg_S25,9.981625,15.512078
cy116_CD45pos_S295,11.793103,-1.8247446
cy116_CD45pos_S366,13.055907,0.733873
cy116_CD45pos_S372,5.3364677,-1.1843286
cy116_CD45pos_S291,14.312545,1.319136
cy98_CD45neg_CD90neg_S40,9.091871,13.322197
cy98_CD45neg_CD90neg_S75,8.95638,14.927893
cy116_CD45pos_S298,11.740015,-1.6929508
cy105_Zombineg_CD45neg_CD90neg_S151,4.5567045,8.479201
cy116_CD45pos_S370,6.7270317,-1.21918
cy98_CD45neg_CD90neg_S66,9.815378,15.414068
cy98_CD45neg_CD90neg_S18,10.778562,13.986998
cy98_CD45neg_CD90neg_S50,8.386125,12.390479
cy98_CD45neg_CD90neg_S29,8.703476,12.696803
cy116_CD45pos_S316,6.462533,-1.2465506
cy98_CD45neg_CD90neg_S88,8.732851,15.789592
cy116_CD45pos_S373,11.930445,-1.0829092
cy98_CD45neg_CD90neg_S57,8.253785,12.347137
cy116_CD45pos_S320,6.5611444,-1.9187869
cy98_CD45neg_CD90neg_S22,8.599971,15.048522
cy98_CD45neg_CD90neg_S51,9.19695,16.012426
cy116_CD45pos_S382,16.396185,3.1166365
cy105_Zombineg_CD45neg_CD90neg_S134,7.405789,15.6997595
cy116_CD45pos_S355,14.892573,3.0016527
cy116_CD45pos_S377,15.230267,2.9416597
cy98_CD45neg_CD90neg_S90,9.48883,13.111887
cy98_CD45neg_CD90neg_S27,8.912586,12.681175
cy98_CD45neg_CD90neg_S16,9.500901,15.868085
cy105_Zombineg_CD45neg_CD90neg_S100,11.697153,13.257867
cy98_CD45neg_CD90neg_S4,8.054852,13.059684
cy98_CD45neg_CD90neg_S7,7.69026,11.933425
cy116_CD45pos_S319,11.392872,-2.3184988
cy116_CD45pos_S325,16.969746,1.6391866
cy116_CD45pos_S383,13.7771845,-0.35959923
cy98_CD45neg_CD90neg_S1,9.473788,13.964739
cy112_CD45neg_CD90neg_S120,8.688817,12.048112
cy102_CD45neg_CD90neg_S340,4.907719,12.71943
cy102_CD45neg_CD90neg_S376,5.3777485,13.212285
cy112_CD45pos_S9,14.349499,-0.6144111
cy102_CD45neg_CD90neg_S290,5.3235097,12.984521
cy102_CD45pos_S196,7.8237586,-1.895994
cy102_CD45pos_S211,10.964939,0.08341904
cy102_CD45pos_S272,14.662594,2.803286
cy102_CD45pos_S274,16.440699,3.799228
cy102_CD45neg_CD90neg_S331,5.1463246,12.918167
cy112_CD45pos_S61,14.583155,-0.7784659
cy112_CD45pos_S7,5.7522235,-2.2002897
cy112_CD45neg_CD90neg_S181,11.097332,15.067961
cy102_CD45pos_S233,12.073671,0.8098465
cy102_CD45neg_CD90neg_S318,5.2945986,12.760412
cy102_CD45neg_CD90neg_S360,4.879335,13.422424
cy112_CD45pos_S41,5.922326,-1.9913348
cy102_CD45neg_CD90neg_S316,5.3452187,12.617119
cy102_CD45neg_CD90neg_S372,5.001689,12.685352
cy102_CD45neg_CD90neg_S298,4.8498797,13.409207
cy102_CD45pos_S249,7.908083,-2.7272046
cy102_CD45pos_S235,11.187245,0.5262392
cy112_CD45pos_S88,5.8322134,-2.562043
cy112_CD45pos_S27,5.839761,-2.052437
cy102_CD45neg_CD90neg_S378,5.562047,12.471973
cy102_CD45pos_S253,12.538071,-0.11031547
cy102_CD45neg_CD90neg_S345,4.80638,12.983702
cy102_CD45pos_S194,11.902742,0.44935122
cy102_CD45pos_S244,7.815773,-1.9739765
cy102_CD45neg_CD90neg_S377,4.801274,13.303808
cy102_CD45neg_CD90neg_S382,5.3997135,12.482376
cy102_CD45pos_S275,12.220921,0.007507345
cy112_CD45pos_S35,7.5489025,-1.8990449
cy102_CD45pos_S234,15.192514,1.4540217
cy102_CD45pos_S282,11.959182,1.7399119
cy102_CD45pos_S254,16.569365,2.7685025
cy102_CD45neg_CD90neg_S295,4.810026,13.471283
cy112_CD45neg_CD90neg_S127,9.253616,14.027054
cy102_CD45pos_S205,11.607935,-0.008149262
cy112_CD45pos_S66,12.743692,-2.4203238
cy102_CD45neg_CD90neg_S307,5.3927865,12.553987
cy102_CD45neg_CD90neg_S365,4.8769517,13.642872
cy102_CD45pos_S200,3.6090276,2.9889143
cy102_CD45pos_S232,16.369698,10.08416
cy102_CD45pos_S236,12.700386,-0.810195
cy112_CD45pos_S83,12.589873,-2.6158822
cy102_CD45neg_CD90neg_S363,5.633237,12.562127
cy102_CD45neg_CD90neg_S293,5.2056293,12.743101
cy102_CD45neg_CD90neg_S300,4.6435213,12.546741
cy102_CD45neg_CD90neg_S311,5.21784,13.18133
cy102_CD45neg_CD90neg_S330,5.811153,12.098889
cy102_CD45pos_S240,12.234213,-1.2251468
cy112_CD45neg_CD90neg_S169,10.398995,15.507174
cy112_CD45neg_CD90neg_S108,9.542896,14.684404
cy102_CD45pos_S221,12.405702,-0.2969327
cy102_CD45pos_S224,15.016441,9.777694
cy112_CD45pos_S31,6.3987045,-2.4085135
cy112_CD45neg_CD90neg_S178,10.138324,14.830181
cy102_CD45neg_CD90neg_S291,5.5253525,12.1766405
cy102_CD45neg_CD90neg_S359,5.2581286,12.794955
cy112_CD45pos_S47,6.7990985,-1.7529013
cy102_CD45neg_CD90neg_S310,5.028031,12.572963
cy102_CD45pos_S206,12.660458,1.9403347
cy112_CD45pos_S40,5.827802,-1.451503
cy102_CD45pos_S279,15.055434,0.7159499
cy102_CD45pos_S278,17.861624,1.4080365
cy102_CD45neg_CD90neg_S319,5.02535,12.76294
cy102_CD45pos_S239,10.577968,0.048781794
cy112_CD45pos_S69,14.414482,1.0191678
cy102_CD45neg_CD90neg_S301,5.475315,12.236023
cy102_CD45neg_CD90neg_S371,5.3179965,12.910246
cy102_CD45pos_S219,14.286014,2.4638603
cy102_CD45pos_S238,7.1907816,-0.79323226
cy102_CD45pos_S248,13.67167,10.862012
cy102_CD45pos_S204,15.607056,8.981663
cy102_CD45neg_CD90neg_S344,5.090177,12.776551
cy102_CD45pos_S271,15.045253,9.482849
cy102_CD45neg_CD90neg_S358,4.7694583,13.567182
cy112_CD45pos_S39,5.682249,-2.2346542
cy102_CD45pos_S284,15.062729,8.8059025
cy102_CD45neg_CD90neg_S380,5.2099743,12.588262
cy102_CD45neg_CD90neg_S370,5.163784,12.95738
cy112_CD45pos_S17,13.173478,-3.1574216
cy102_CD45pos_S261,14.44998,-0.05208687
cy102_CD45neg_CD90neg_S381,5.072647,13.169801
cy102_CD45pos_S259,12.847784,1.6920793
cy112_CD45pos_S63,14.769799,-1.3472977
cy102_CD45neg_CD90neg_S354,5.505402,12.293581
cy112_CD45neg_CD90neg_S102,8.649624,15.059417
cy102_CD45neg_CD90neg_S342,5.3269663,12.846529
cy102_CD45neg_CD90neg_S334,5.0782633,12.7738285
cy112_CD45neg_CD90neg_S176,9.751896,14.91112
cy102_CD45pos_S201,16.418108,10.372927
cy102_CD45neg_CD90neg_S302,5.7068744,12.13729
cy112_CD45pos_S14,5.480185,-3.1889102
cy102_CD45pos_S283,7.43731,-0.8993827
cy102_CD45pos_S241,12.332466,0.23248115
cy102_CD45pos_S252,3.7630973,3.021814
cy102_CD45pos_S220,15.251855,10.125664
cy102_CD45pos_S225,5.1249523,13.211918
cy102_CD45pos_S198,14.524824,3.8111796
cy102_CD45neg_CD90neg_S315,6.1017485,12.087127
cy102_CD45pos_S237,15.12957,9.049589
cy112_CD45pos_S42,12.961843,-2.7224798
cy102_CD45neg_CD90neg_S289,5.4591584,12.439273
cy102_CD45pos_S209,14.745442,3.4185035
cy102_CD45neg_CD90neg_S362,4.9067454,13.5248165
cy102_CD45neg_CD90neg_S314,5.449266,12.575894
cy102_CD45neg_CD90neg_S299,5.0697756,12.54726
cy102_CD45pos_S195,11.60669,1.3578427
cy102_CD45neg_CD90neg_S343,5.4800396,12.321432
cy102_CD45pos_S216,13.42985,9.853728
cy112_CD45pos_S58,6.908492,-2.4884722
cy102_CD45neg_CD90neg_S364,4.9596796,13.351163
cy102_CD45pos_S217,16.794157,10.443895
cy102_CD45pos_S267,16.801899,3.3336856
cy112_CD45pos_S15,5.5631905,-2.195131
cy102_CD45pos_S250,16.897469,10.685642
cy102_CD45pos_S260,12.486594,-0.75684714
cy102_CD45neg_CD90neg_S335,5.332699,12.8611765
cy102_CD45pos_S214,7.294138,-0.7524808
cy102_CD45neg_CD90neg_S336,4.9347568,13.296361
cy102_CD45pos_S228,15.378834,9.531919
cy102_CD45pos_S202,11.02165,-0.2560864
cy102_CD45neg_CD90neg_S323,5.121395,13.263439
cy102_CD45pos_S197,3.697753,2.956463
cy112_CD45neg_CD90neg_S171_9,10.009133,14.569852
cy102_CD45pos_S247,5.108968,13.459728
cy102_CD45pos_S243,17.39872,0.5650815
cy112_CD45pos_S75,5.7566576,-2.577264
cy102_CD45neg_CD90neg_S374,5.4336996,12.131486
cy112_CD45pos_S90,5.937649,-2.0850184
cy112_CD45pos_S48,15.332182,2.5004427
cy112_CD45pos_S57,7.1025767,-0.7107982
cy102_CD45pos_S245,12.187228,0.5992485
cy102_CD45neg_CD90neg_S337,5.677421,12.207108
cy102_CD45neg_CD90neg_S327,5.4671464,12.973456
cy112_CD45pos_S67,5.973872,-2.5378003
cy102_CD45pos_S287,15.6372,2.9817646
cy102_CD45neg_CD90neg_S308,4.928935,12.633735
cy102_CD45neg_CD90neg_S356,5.144949,12.764473
cy112_CD45pos_S28,5.663711,-2.103278
cy102_CD45neg_CD90neg_S341,5.3982506,12.83828
cy102_CD45neg_CD90neg_S361,5.212299,12.485529
cy102_CD45pos_S265,12.400086,1.8838445
cy102_CD45pos_S229,2.252831,2.4915905
cy102_CD45neg_CD90neg_S383,4.9062686,11.9688015
cy102_CD45pos_S226,15.552026,3.0217147
cy102_CD45neg_CD90neg_S368,4.859469,12.667501
cy102_CD45neg_CD90neg_S375,5.75614,11.934339
cy102_CD45neg_CD90neg_S366,5.172272,13.411848
cy102_CD45neg_CD90neg_S369,5.175134,12.591431
cy112_CD45pos_S25,15.0864525,-0.8883165
cy112_CD45pos_S19,13.598927,-2.6405044
cy102_CD45pos_S246,13.839267,-2.8029344
cy102_CD45neg_CD90neg_S350,5.676337,11.951778
cy102_CD45pos_S193,13.5676775,1.679796
cy112_CD45pos_S70,7.1076975,-0.7705745
cy102_CD45neg_CD90neg_S322,4.793361,12.654264
cy112_CD45neg_CD90neg_S188,8.343508,12.865584
cy102_CD45pos_S263,12.793374,-0.5784343
cy102_CD45neg_CD90neg_S339,5.2530994,12.618371
cy102_CD45pos_S285,11.762468,1.5772239
cy102_CD45neg_CD90neg_S349,5.6097674,12.196727
cy102_CD45pos_S256,12.158483,1.8020939
cy112_CD45pos_S95,12.580665,-0.556023
cy102_CD45pos_S230,14.414635,-0.42159763
cy112_CD45pos_S53,14.095185,-2.3424807
cy102_CD45pos_S270,-5.459345,4.9302244
cy102_CD45neg_CD90neg_S304,5.2332673,13.19812
cy102_CD45neg_CD90neg_S320,5.162096,12.797028
cy102_CD45pos_S281,14.679759,1.3842555
cy102_CD45neg_CD90neg_S351,5.4690824,12.80465
cy102_CD45pos_S208,12.124712,0.83635837
cy102_CD45pos_S242,13.872579,-2.6866088
cy102_CD45pos_S269,3.769796,3.1555214
cy102_CD45pos_S218,13.455829,-2.1963053
cy102_CD45neg_CD90neg_S306,8.01519,13.662891
cy102_CD45pos_S210,8.281989,15.309605
cy112_CD45neg_CD90neg_S149,9.686328,14.234295
cy112_CD45pos_S10,14.92859,1.9350355
cy102_CD45pos_S255,16.87614,2.4607208
cy102_CD45neg_CD90neg_S325,5.3664155,12.438322
cy112_CD45pos_S43,16.780787,0.53938776
cy102_CD45neg_CD90neg_S367,5.6284018,12.122876
cy102_CD45pos_S273,12.155993,-0.5697948
cy102_CD45neg_CD90neg_S292,4.8317986,13.306069
cy112_CD45pos_S52,11.2376375,0.14171423
cy112_CD45pos_S23,6.4990287,-1.6585718
cy112_CD45pos_S16,5.8831277,-2.2969632
cy102_CD45neg_CD90neg_S338,5.9415684,12.105954
cy102_CD45neg_CD90neg_S328,5.145695,13.453406
cy112_CD45pos_S20,16.350136,12.303286
cy102_CD45pos_S268,10.316309,0.14780375
cy112_CD45pos_S79,17.918144,-1.1902088
cy112_CD45pos_S54,12.767975,-1.223087
cy102_CD45pos_S280,11.232621,1.0238283
cy112_CD45pos_S32,12.354021,-1.2670007
cy102_CD45pos_S213,12.047389,0.19328588
cy102_CD45neg_CD90neg_S296,5.135131,12.139251
cy102_CD45pos_S227,3.6347337,3.1974282
cy112_CD45pos_S64,7.066367,-2.6466432
cy102_CD45neg_CD90neg_S373,4.7790422,13.447694
cy102_CD45neg_CD90neg_S347,5.350213,12.993693
cy102_CD45pos_S215,11.589919,1.1352159
cy102_CD45neg_CD90neg_S353,5.1315346,12.88799
cy102_CD45pos_S203,12.115585,0.5790832
cy102_CD45neg_CD90neg_S355,5.279899,12.851263
cy102_CD45neg_CD90neg_S352,5.0499053,12.460406
cy102_CD45neg_CD90neg_S309,4.913544,12.827828
cy102_CD45neg_CD90neg_S305,5.2833266,12.560689
cy112_CD45neg_CD90neg_S129,9.663453,15.290211
cy102_CD45pos_S258,5.918732,-2.7375822
cy112_CD45pos_S92,11.864645,-2.5056202
cy102_CD45pos_S266,14.229453,1.9515765
cy102_CD45neg_CD90neg_S346,5.3338084,12.56404
cy112_CD45pos_S1,5.3667955,-3.9111242
cy102_CD45neg_CD90neg_S294,5.133184,12.403087
cy102_CD45neg_CD90neg_S329,5.1747484,13.158286
cy102_CD45pos_S264,15.111199,2.266097
cy102_CD45neg_CD90neg_S303,5.477279,12.254312
cy102_CD45neg_CD90neg_S333,4.7415996,13.4642725
cy102_CD45pos_S277,15.463969,2.9727523
cy102_CD45pos_S257,11.943264,-0.5176377
cy102_CD45pos_S231,6.5766764,-2.13671
cy112_CD45neg_CD90neg_S132,10.129963,15.203887
cy102_CD45neg_CD90neg_S297,4.9148083,12.8590975
cy102_CD45neg_CD90neg_S326,5.3050666,13.042691
cy102_CD45pos_S251,14.388736,8.9102
cy102_CD45neg_CD90neg_S321,4.910649,13.157606
cy106_CD45pos_S277,7.2057137,-1.8625411
cy106_CD45pos_S199,2.3599548,2.571101
cy105_CD45pos_calceinpos_S21,13.527395,-1.1499223
cy106_CD45neg_CD90neg_S363_10,7.1672697,11.242337
cy105_CD45pos_calceinpos_S20,5.749813,-1.036692
cy106_CD45pos_S220,5.3217597,-1.4512753
cy106_CD45pos_S239,5.2313337,-1.1334244
cy105_CD45pos_calceinpos_S13,12.475789,-2.1419036
cy105_CD45pos_calceinpos_S94,7.6305237,-1.5115463
cy106_CD45neg_CD90neg_S309_11,8.139699,10.8828745
cy106_CD45neg_CD90neg_S378_12,7.464753,11.321725
cy106_CD45pos_S263,11.731557,1.5375469
cy106_CD45pos_S227,6.46134,-1.6735779
cy106_CD45neg_CD90neg_S333,8.258633,11.050283
cy105_CD45pos_calceinpos_S88,5.1812353,-1.2441835
cy105_CD45pos_calceinpos_S80,13.740142,10.326265
cy106_CD45pos_S194,6.1692843,-2.434413
cy106_CD45neg_CD90neg_S304,7.7804613,11.056598
cy105_CD45pos_calceinpos_S54,16.842232,1.1453199
cy105_CD45pos_calceinpos_S15,13.480431,9.724009
cy105_CD45neg_calceinpos_S152,4.2349668,7.831456
cy105_CD45pos_calceinpos_S16,14.297493,-0.36185405
cy106_CD45pos_S213,7.1679254,-1.2880694
cy106_CD45pos_S280,13.07954,0.52450246
cy105_CD45pos_calceinpos_S90,14.482138,-1.6706145
cy105_CD45pos_calceinpos_S41,7.464631,-1.9848441
cy105_CD45pos_calceinpos_S71,12.998476,1.2983075
cy105_CD45neg_calceinpos_S179,4.5286393,8.266181
cy105_CD45pos_calceinpos_S9,15.051981,-1.801994
cy105_CD45pos_calceinpos_S61,12.378776,-3.0803628
cy106_CD45neg_CD90neg_S369,9.167779,10.716096
cy106_CD45pos_S211,11.877189,-3.2250082
cy106_CD45pos_S269,15.005179,-2.28232
cy106_CD45neg_CD90neg_S322,8.537788,11.198528
cy105_CD45pos_calceinpos_S4,16.494188,-1.352358
cy106_CD45neg_CD90neg_S330,7.794984,11.462394
cy106_CD45neg_CD90neg_S316,8.539681,11.138896
cy105_CD45pos_calceinpos_S75,16.059416,0.48657507
cy105_CD45pos_calceinpos_S49,15.064547,1.6284498
cy105_CD45pos_calceinpos_S3,12.689665,-3.1546798
cy106_CD45pos_S261,11.766083,-2.905474
cy105_CD45pos_calceinpos_S76,15.601223,0.13464713
cy106_CD45pos_S237,6.4184527,-2.2093902
cy105_CD45pos_calceinpos_S95,15.793984,-0.9236433
cy105_CD45pos_calceinpos_S45,12.932416,-3.5785902
cy105_CD45pos_calceinpos_S6,12.59857,-2.5470517
cy106_CD45pos_S256,13.447626,-3.0525546
cy105_CD45pos_calceinpos_S33,12.753049,-2.1405537
cy105_CD45pos_calceinpos_S89,15.686794,9.980603
cy105_CD45pos_calceinpos_S93,16.614994,10.332767
cy106_CD45neg_CD90neg_S292,7.349905,11.28432
cy105_CD45pos_calceinpos_S77,13.602673,-1.4146683
cy106_CD45pos_S216,11.919723,-2.4432132
cy105_CD45pos_calceinpos_S73,12.146998,0.602017
cy105_CD45neg_calceinpos_S192,5.271507,7.1541867
cy105_CD45pos_calceinpos_S82,12.766538,-0.5004193
cy105_CD45pos_calceinpos_S37,15.347695,1.4802564
cy106_CD45neg_CD90neg_S355,7.920755,11.063298
cy106_CD45pos_S234,6.9529395,-2.9525244
cy105_CD45pos_calceinpos_S31,17.850828,-0.9744309
cy105_CD45pos_calceinpos_S14,10.571065,0.42110553
cy105_CD45neg_calceinpos_S190,4.2572145,3.0167677
cy105_CD45pos_calceinpos_S92,7.6100636,-2.3425314
cy105_CD45pos_calceinpos_S23,14.219166,-0.012327523
cy105_CD45pos_calceinpos_S53,13.869489,10.121519
cy106_CD45pos_S197,17.408222,0.3630074
cy105_CD45neg_calceinpos_S132,8.333257,11.148118
cy106_CD45neg_CD90neg_S336,8.440774,11.2262945
cy106_CD45pos_S285,12.835465,-3.6047544
cy106_CD45pos_S231,11.492418,-2.087094
cy105_CD45pos_calceinpos_S69,12.695251,-0.5075339
cy106_CD45neg_CD90neg_S317,9.091718,10.632174
cy105_CD45pos_calceinpos_S27,11.950916,-2.363653
cy105_CD45pos_calceinpos_S84,6.5699863,-1.5531715
cy105_CD45pos_calceinpos_S60,13.174729,-3.343649
cy105_CD45pos_calceinpos_S8,7.0560565,-1.2020898
cy105_CD45pos_calceinpos_S42,14.100759,-1.7811563
cy106_CD45neg_CD90neg_S321,8.318229,10.802478
cy106_CD45neg_CD90neg_S289_13,7.4811125,10.949643
cy105_CD45pos_calceinpos_S28,6.8349643,-1.6233718
cy105_CD45neg_calceinpos_S189,14.955464,10.898392
cy105_CD45pos_calceinpos_S38,7.269842,-1.0800259
cy105_CD45pos_calceinpos_S26,12.1854315,-3.0592103
cy105_CD45pos_calceinpos_S2,11.958155,-1.2628399
cy106_CD45pos_S275,13.076814,2.236806
cy105_CD45neg_calceinpos_S118,10.093398,11.637887
cy105_CD45pos_calceinpos_S19,11.434426,2.052975
cy106_CD45neg_CD90neg_S300,8.049173,11.124296
cy105_CD45pos_calceinpos_S25,11.674243,-0.95992875
cy105_CD45pos_calceinpos_S91,6.5189624,-1.8718427
cy106_CD45pos_S260,11.171286,0.73378116
cy105_CD45pos_calceinpos_S59,12.520436,-3.4291818
cy106_CD45pos_S283,7.300504,-1.2787926
cy105_CD45pos_calceinpos_S78,12.939687,-2.3622463
cy105_CD45pos_calceinpos_S7,12.198874,-2.0797923
cy106_CD45pos_S254,5.614776,-2.986884
cy105_CD45pos_calceinpos_S66,13.6373205,-1.4446682
cy106_CD45pos_S273,6.729909,-2.6952007
cy106_CD45pos_S222,6.7135615,-2.3891196
cy105_CD45pos_calceinpos_S79,12.03261,0.94974494
cy106_CD45pos_S210,6.3118114,-1.7580014
cy106_CD45neg_CD90neg_S313,9.200878,10.909434
cy105_CD45pos_calceinpos_S81,12.792386,-3.1073885
cy105_CD45pos_calceinpos_S64,15.77996,-0.77919245
cy106_CD45neg_CD90neg_S365_14,8.229819,11.149715
cy105_CD45neg_calceinpos_S130,4.125284,8.23244
cy106_CD45pos_S235,7.376569,-1.4403595
cy106_CD45neg_CD90neg_S357_15,8.774451,10.760462
cy105_CD45pos_calceinpos_S11,11.6832695,-0.5225929
cy105_CD45neg_calceinpos_S182,4.067215,8.028575
cy105_CD45pos_calceinpos_S56,13.251597,-0.9288635
cy106_CD45pos_S208,6.639464,-1.8427588
cy106_CD45neg_CD90neg_S354,7.9165387,11.0667515
cy105_CD45pos_calceinpos_S40,12.5683,-2.2502892
cy106_CD45pos_S282,13.114892,-3.6567676
cy105_CD45pos_calceinpos_S5,15.602801,2.202355
cy105_CD45pos_calceinpos_S96,14.686732,0.44861478
cy106_CD45pos_S230,6.9508333,-1.46758
cy105_CD45neg_calceinpos_S191,4.46017,8.173921
cy105_CD45pos_calceinpos_S50,8.4672,-3.2716646
cy106_CD45pos_S248,11.396318,0.58481246
cy105_CD45pos_calceinpos_S52,13.234603,-2.9563565
cy105_CD45neg_calceinpos_S131,8.281017,11.317466
cy105_CD45pos_calceinpos_S39,12.972851,-3.1832767
cy105_CD45pos_calceinpos_S17,14.29159,1.8878919
cy106_CD45pos_S264,13.944037,-1.8799437
cy105_CD45pos_calceinpos_S87,16.348911,1.1577475
cy105_CD45pos_calceinpos_S29,13.311062,-2.3019483
cy105_CD45pos_calceinpos_S51,12.519018,-2.8706179
cy105_CD45pos_calceinpos_S1,12.948316,-2.1776166
cy105_CD45neg_calceinpos_S108,11.236979,3.8508835
cy106_CD45pos_S252,13.945224,-1.634349
cy106_CD45neg_CD90neg_S380,8.59945,11.739725
cy105_CD45pos_calceinpos_S86,12.3795185,0.72969645
cy106_CD45pos_S242,11.471262,-0.3316334
cy105_CD45pos_calceinpos_S18,11.776704,0.7725876
cy106_CD45neg_CD90neg_S350,8.1018715,11.444888
cy106_CD45neg_CD90neg_S344_16,7.66777,10.914937
cy106_CD45pos_S215,12.799533,-1.2027917
cy106_CD45pos_S193,12.028343,-1.2002815
cy105_CD45pos_calceinpos_S70,13.453491,-0.0526194
cy106_CD45pos_S262,7.588966,-2.4993885
cy106_CD45neg_CD90neg_S306_17,7.9513254,11.090187
cy106_CD45pos_S249,11.255447,-2.4967306
cy106_CD45pos_S251,12.022406,-1.0199903
cy106_CD45pos_S250,7.418385,-2.5259268
cy106_CD45pos_S201,14.168622,-3.1577895
cy105_CD45pos_calceinpos_S30,17.72448,-1.7456628
cy106_CD45pos_S244,13.380875,-3.0149062
cy105_CD45pos_calceinpos_S85,13.481453,-2.0430927
cy106_CD45neg_CD90neg_S295,7.609221,10.966857
cy105_CD45pos_calceinpos_S55,12.899618,-3.10952
cy105_CD45pos_calceinpos_S83,7.1025033,-0.85211444
cy105_CD45pos_calceinpos_S62,12.8186455,-2.6060357
cy106_CD45neg_CD90neg_S368,7.7134476,11.120184
cy110_CD45neg_CD90neg_S12,8.817799,8.327624
cy110_CD45neg_CD90neg_S60,8.942226,8.398187
cy110_CD45neg_CD90neg_S56,7.5345807,9.486481
cy110_CD45neg_CD90neg_S86,7.7442307,9.411328
cy98_CD45pos_1_S202,16.825052,2.4574633
cy112_CD45neg_CD90neg_S128,9.814276,15.78577
cy98_CD45pos_1_S200,16.59725,2.371732
cy98_CD45pos_2_S310,14.485335,9.675415
cy98_CD45pos_2_S318,16.562094,2.892111
cy98_CD45pos_1_S231,3.7539916,2.9294887
cy98_CD45pos_2_S319,16.931768,1.8045323
cy112_CD45neg_CD90neg_S112,8.11305,13.98441
cy110_CD45neg_CD90neg_S11,8.673057,8.612737
cy110_CD45neg_CD90neg_S29,8.590055,8.978695
cy112_CD45neg_CD90neg_S137,9.446868,15.165202
cy98_CD45pos_2_S347,2.203955,2.4773288
cy110_CD45neg_CD90neg_S45,8.887416,8.430994
cy98_CD45pos_2_S326,17.473555,2.1578689
cy98_CD45pos_2_S376,12.502816,0.5532143
cy98_CD45pos_2_S304,18.227392,2.6794932
cy98_CD45pos_2_S315,14.962955,0.32961127
cy98_CD45pos_2_S349,15.266255,-0.29449543
cy98_CD45pos_2_S362,2.3378522,2.5208347
cy98_CD45pos_1_S233,13.524778,9.776257
cy110_CD45neg_CD90neg_S72,8.71289,8.457187
cy98_CD45pos_1_S197,16.925112,0.6162275
cy98_CD45pos_1_S223,15.348699,9.608597
cy98_CD45pos_1_S201,3.6279776,2.8203285
cy110_CD45neg_CD90neg_S8,8.69404,8.490542
cy98_CD45pos_2_S369,13.632506,0.0054067797
cy110_CD45neg_CD90neg_S35,8.902205,8.296379
cy98_CD45pos_1_S240,15.252284,11.234764
cy110_CD45neg_CD90neg_S42,8.896703,8.277151
cy98_CD45pos_2_S382,17.25869,2.0138667
cy98_CD45pos_1_S237,13.164627,-2.839265
cy98_CD45pos_2_S295,16.657743,2.6320071
cy98_CD45pos_1_S236,2.1652098,2.4168372
cy98_CD45pos_1_S208,2.2592752,2.4824398
cy112_CD45neg_CD90neg_S121,9.511701,15.1954
cy112_CD45neg_CD90neg_S143,9.634947,15.588394
cy110_CD45neg_CD90neg_S52,9.289217,9.266452
cy98_CD45pos_2_S345,11.321567,0.18320766
cy110_CD45neg_CD90neg_S61,8.883707,8.589577
cy98_CD45pos_2_S375,14.266763,-1.5379161
cy98_CD45pos_2_S339,14.718523,10.085904
cy112_CD45neg_CD90neg_S110,9.65296,14.744369
cy98_CD45pos_2_S312,14.837949,-1.7591648
cy98_CD45pos_2_S327,14.171148,2.4545581
cy98_CD45pos_2_S308,14.512167,-2.915426
cy98_CD45pos_2_S305,16.56006,2.1366944
cy98_CD45pos_2_S378,16.284836,2.7954292
cy98_CD45pos_2_S329,16.993898,2.4054928
cy98_CD45pos_2_S332,15.707568,10.255603
cy98_CD45pos_1_S198,13.35714,-1.2566788
cy110_CD45neg_CD90neg_S7,9.274343,9.126057
cy98_CD45pos_2_S293,17.141579,1.492846
cy98_CD45pos_1_S212,16.924572,2.2668104
cy110_CD45neg_CD90neg_S34,8.569834,8.695977
cy112_CD45neg_CD90neg_S126,9.65721,15.168827
cy98_CD45pos_2_S309,12.2915325,0.26696295
cy110_CD45neg_CD90neg_S46,8.846428,8.465315
cy110_CD45neg_CD90neg_S78,9.341283,9.177744
cy98_CD45pos_2_S323,13.671906,2.035968
cy98_CD45pos_1_S216,11.1861,0.6148848
cy98_CD45pos_2_S313,2.2450721,2.5176032
cy98_CD45pos_1_S209,14.832525,10.584515
cy98_CD45pos_2_S351,15.442164,11.835772
cy98_CD45pos_2_S301,17.173376,1.6091416
cy98_CD45pos_1_S219,15.746777,3.1433127
cy110_CD45neg_CD90neg_S62,8.685976,8.408033
cy98_CD45pos_2_S334,16.317148,3.0640287
cy98_CD45pos_2_S303,14.4208555,-3.108349
cy98_CD45pos_2_S352,17.057795,1.8205827
cy98_CD45pos_2_S292,14.13028,9.337222
cy98_CD45pos_2_S366,12.050725,0.27389356
cy98_CD45pos_1_S204,11.578177,-0.0451535
cy112_CD45neg_CD90neg_S170,10.616282,15.180876
cy98_CD45pos_2_S290,16.055927,2.5113816
cy98_CD45pos_1_S218,16.543394,10.778507
cy98_CD45pos_2_S360,10.590366,0.16667628
cy98_CD45pos_1_S210,17.060022,2.5465543
cy98_CD45pos_2_S344,9.19721,12.483986
